participant_id	rk_nsi	rk_rresponse	rk_recfp	rk_rcacc	rk_recfp_k	rk_recpfp	rk_recpfp_k	rk_recptp	rk_rectn	rk_kzerocorrect	rk_percentkonecorrect	rk_notrnotk	rk_rkone	rk_kwacc	rk_encacc	rk_recso	rk_rktwo	rk_recuo	rk_kwaccp	rk_percentkzerocorrect	rk_twacc	rk_rrt	rk_ktwocorrect	rk_rzerocorrect	rk_percentrzerocorrect	rk_recfn	rk_krt	rk_caccp	rk_rcaccp	rk_rwaccp	rk_percentrtwocorrect	rk_kcaccp	rk_recfp_r	rk_rectp	rk_waccp	rk_rkzero	rk_tcacc	rk_percentronecorrect	rk_nfoils	rk_rtwocorrect	rk_percentktwocorrect	rk_kresponse	rk_ronecorrect	rk_recpfp_r	rk_kcacc	rk_konecorrect	rk_rwacc
sub-70051	60	28	3	9	1	0.15	0.05	0.5833333	17	2	0.4285714	0	11	5	60	0	9	0	0.7142857	0.2857143	18	1240.1785714	2	13	0.4642857	25	1813.1428571	0.3142857	0.3214286	0.4642857	0.25	0.2857143	2	35	0.5142857	15	11	0.2857143	20	7	0.2857143	7	8	0.1	2	3	13
sub-70052	60	24	2	13	1	0.1	0.05	0.8333333	18	6	0.4230769	0	23	20	59	0	21	0	0.7692308	0.2307692	43	1270.3333333	9	0	0	10	1283.3846154	0.44	0.5416667	0.9583333	0.5	0.3461538	1	50	0.86	6	22	0.5	20	12	0.3461538	26	12	0.05	9	11	23
sub-70055	60	29	8	13	8	0.4	0.4	0.8166667	12	7	0.35	0	20	11	58	0	14	0	0.55	0.35	27	1407.7586207	6	8	0.2758621	11	1837.95	0.4285714	0.4482759	0.5517241	0.2758621	0.4	0	49	0.5510204	15	21	0.4482759	20	8	0.3	20	13	0	8	7	16
sub-70057	60	21	4	7	3	0.2	0.15	0.8166667	16	10	0.4285714	0	22	16	60	0	12	0	0.5714286	0.3571429	31	1225.8571429	6	5	0.2380952	11	1769.9285714	0.3061224	0.3333333	0.7142857	0.2857143	0.2857143	1	49	0.6326531	15	15	0.4761905	20	6	0.2142857	28	10	0.05	8	12	15
sub-70058	60	20	1	10	1	0.05	0.05	0.6666667	19	2	0.5	0	18	17	60	0	18	0	0.85	0.1	35	1682.65	8	2	0.1	20	1510.15	0.475	0.5	0.9	0.5	0.45	0	40	0.875	4	19	0.4	20	10	0.4	20	8	0	9	10	18
sub-70060	60	29	8	11	6	0.4	0.3	0.75	12	11	0.1875	0	19	3	60	0	6	0	0.1875	0.6875	16	1880.9655172	2	9	0.3103448	15	1856.4375	0.3333333	0.3793103	0.4482759	0.137931	0.25	2	45	0.3555556	20	15	0.5517241	20	4	0.125	16	16	0.1	4	3	13
sub-70061	60	41	0	19	0	0	0	0.7	20	1	0	0	22	0	59	0	15	0	0	1	33	1361.3658537	0	4	0.097561	18	1461	0.452381	0.4634146	0.804878	0.3658537	0	0	42	0.7857143	5	19	0.5365854	20	15	0	1	22	0	0	0	33
sub-70065	60	43	5	17	3	0.25	0.15	0.8	15	4	0	0	16	1	59	0	11	0	0.2	0.8	20	1348.0465116	1	17	0.3953488	12	2481.2	0.375	0.3953488	0.4418605	0.2325581	0.2	2	48	0.4166667	21	18	0.372093	20	10	0.2	5	16	0.1	1	0	19
sub-70068	60	46	2	33	0	0.1	0	0.8333333	18	0	0.75	0	14	4	60	0	34	0	1	0	48	1011.6956522	1	2	0.0434783	10	1754.5	0.68	0.7173913	0.9565217	0.7173913	0.25	2	50	0.96	2	34	0.2391304	20	33	0.25	4	11	0.1	1	3	44
sub-70069	60	24	8	16	8	0.4	0.4	0.8333333	12	10	0.4615385	0	21	11	60	0	13	0	0.4230769	0.3846154	22	1556.625	4	6	0.25	10	1677.7692308	0.5	0.6666667	0.4583333	0.375	0.3461538	0	50	0.44	16	25	0.375	20	9	0.1538462	26	9	0	9	12	11
sub-70070	60	25	2	16	2	0.1	0.1	0.7333333	18	10	0.4736842	0	21	5	56	0	9	0	0.2631579	0.5263158	19	1583.12	0	4	0.16	16	1824.0526316	0.4545455	0.64	0.56	0.36	0.2105263	0	44	0.4318182	14	20	0.48	20	9	0	19	12	0	4	9	14
sub-70072	60	40	6	14	3	0.3	0.15	0.8666667	14	2	0.75	0	26	6	60	0	9	0	0.5	0.1666667	25	1049.525	1	15	0.375	8	2033.75	0.3653846	0.35	0.475	0.2	0.4166667	3	52	0.4807692	17	19	0.425	20	8	0.0833333	12	17	0.15	5	9	19
sub-70073	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-70074	60	11	4	4	1	0.2	0.05	0.8666667	16	12	0.4146341	0	23	25	59	0	15	0	0.6097561	0.2926829	33	1604.5454545	12	2	0.1818182	8	1092.7073171	0.3846154	0.3636364	0.7272727	0.2727273	0.3902439	3	52	0.6346154	14	20	0.5454545	20	3	0.2926829	41	6	0.15	16	17	8
sub-70075	60	27	2	10	0	0.1	0	0.5333333	18	2	0.2	0	14	2	60	0	6	0	0.4	0.4	13	1930.4074074	2	10	0.3703704	28	2164.6	0.40625	0.3703704	0.4074074	0.1481481	0.6	2	32	0.40625	12	13	0.4814815	20	4	0.4	5	13	0.1	3	1	11
sub-70076	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-70077	60	33	5	17	5	0.25	0.25	0.8666667	15	6	0.5789474	0	24	11	59	0	15	0	0.5789474	0.3157895	33	1592.7878788	2	7	0.2121212	8	2102.4736842	0.4038462	0.5151515	0.6666667	0.3939394	0.2105263	0	52	0.6346154	13	21	0.3939394	20	13	0.1052632	19	13	0	4	11	22
sub-70079	60	34	1	19	1	0.05	0.05	0.8833333	19	2	0.4210526	0	23	15	57	0	26	0	0.7894737	0.1052632	45	1532.9411765	9	2	0.0588235	7	1747.7894737	0.5660377	0.5588235	0.8823529	0.5	0.5789474	0	53	0.8490566	4	30	0.4411765	20	17	0.4736842	19	15	0	11	8	30
sub-70080	60	21	6	12	6	0.3	0.3	0.9	14	9	0.3636364	0	23	20	59	0	18	0	0.6060606	0.2727273	31	1057.0952381	12	4	0.1904762	6	1044.4848485	0.5185185	0.5714286	0.5238095	0.2857143	0.4848485	0	54	0.5740741	13	28	0.5238095	20	6	0.3636364	33	11	0	16	12	11
sub-70081	60	0	4	0	4	0.2	0.2	0.6833333	16	18	0.3902439	0	16	19	60	0	7	0	0.4634146	0.4390244	19	n/a	7	0	0	19	1127.5853659	0.2682927	0	0	0	0.2682927	0	41	0.4634146	18	11	0	20	0	0.1707317	41	0	0	11	16	0
sub-70083	60	36	0	23	0	0	0	0.95	20	1	0.4285714	0	21	20	60	0	34	0	0.952381	0.047619	55	1066.6388889	11	1	0.0277778	3	1126.8571429	0.5964912	0.6388889	0.9722222	0.6388889	0.5238095	0	57	0.9649123	2	34	0.3333333	20	23	0.5238095	21	12	0	11	9	35
sub-70086	60	52	7	25	4	0.35	0.2	0.9166667	13	0	0.6666667	0	32	2	48	0	14	0	0.6666667	0	33	1235.4038462	1	9	0.1730769	5	2712	0.4909091	0.4807692	0.5961538	0.25	0.6666667	3	55	0.6	9	27	0.5769231	20	13	0.3333333	3	30	0.15	2	2	31
